id,order_id,variant_id,product_id,sku,title,name,variant_title,quantity,price,total_discount,tax_lines,fulfillment_status,requires_shipping,taxable,gift_card,properties,vendor
500001101,5000011,2001526,1000253,TR-0253-XL-BLU,Linen Shirt 9,Linen Shirt 9 - XL / Blue,XL / Blue,1,65.23,2.15,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 5.05}]",fulfilled,True,True,False,[],Northwind Co.
500001102,5000011,2001666,1000279,TR-0279-S-CHA,Oversized Shirt 35,Oversized Shirt 35 - S / Chambray,S / Chambray,1,81.12,1.2,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 6.39}]",fulfilled,True,True,False,[],Northwind Co.
500001103,5000011,2003623,1000602,LE-0602-M-CRE,Capsule Variou 17,Capsule Variou 17 - M / Cream,M / Cream,1,350.39,6.95,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 27.48}]",fulfilled,True,True,False,[],Northwind Co.
500001104,5000011,2001870,1000309,BJ-0309-30-BLA,Skinny Jean 20,Skinny Jean 20 - 30 / Black,30 / Black,1,125.62,0.68,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 10.0}]",fulfilled,True,True,False,[],Northwind Co.
500001200,5000012,2003082,1000529,FS-0529-9-NAV,High-Top Sneaker 26,High-Top Sneaker 26 - 9 / Navy,9 / Navy,2,119.57,8.13,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 18.48}]",fulfilled,True,True,False,[],Northwind Co.
500001201,5000012,2002443,1000390,BP-0390-M-STO,Trail Pant 41,Trail Pant 41 - M / Stone,M / Stone,1,91.0,3.68,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 6.99}]",fulfilled,True,True,False,[],Northwind Co.
500001300,5000013,2001204,1000203,TS-0203-M-BUR,Cropped Sweater 14,Cropped Sweater 14 - M / Burgundy,M / Burgundy,1,68.29,2.39,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 5.27}]",fulfilled,True,True,False,[],Northwind Co.
500001301,5000013,2003263,1000554,FB-0554-9-BRO,Hiking Boot 6,Hiking Boot 6 - 9 / Brown,9 / Brown,1,193.86,0.06,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 15.5}]",fulfilled,True,True,False,[],Northwind Co.
500001302,5000013,2001273,1000214,TS-0214-XS-CAM,Cable-Knit Sweater 25,Cable-Knit Sweater 25 - XS / Camel,XS / Camel,2,91.45,3.2,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 14.38}]",fulfilled,True,True,False,[],Northwind Co.
500001303,5000013,2003513,1000588,LE-0588-M-BLA,Capsule Variou 3,Capsule Variou 3 - M / Black,M / Black,3,129.22,18.04,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 29.57}]",fulfilled,True,True,False,[],Northwind Co.
500001400,5000014,2001395,1000235,TS-0235-S-BUR,Cable-Knit Sweater 46,Cable-Knit Sweater 46 - S / Burgundy,S / Burgundy,1,143.86,2.44,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 11.31}]",fulfilled,True,True,False,[],Northwind Co.
500001401,5000014,2001203,1000203,TS-0203-S-BUR,Cropped Sweater 14,Cropped Sweater 14 - S / Burgundy,S / Burgundy,1,114.81,5.1,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 8.78}]",fulfilled,True,True,False,[],Northwind Co.
500001500,5000015,2003137,1000538,FS-0538-8-BLA,Court Sneaker 35,Court Sneaker 35 - 8 / Black,8 / Black,2,161.13,11.38,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 24.87}]",fulfilled,True,True,False,[],Northwind Co.
500001600,5000016,2000738,1000131,TT-0131-S-BLA,Classic T-Shirt 37,Classic T-Shirt 37 - S / Black,S / Black,1,56.03,2.56,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.28}]",fulfilled,True,True,False,[],Northwind Co.
500001700,5000017,2003030,1000522,FS-0522-9-WHI,Low-Top Sneaker 19,Low-Top Sneaker 19 - 9 / White,9 / White,2,151.34,1.63,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 24.08}]",fulfilled,True,True,False,[],Northwind Co.
500001701,5000017,2000343,1000072,OJ-0072-L-BRO,Summit Jacket 45,Summit Jacket 45 - L / Brown,L / Brown,1,231.94,0.79,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 18.49}]",fulfilled,True,True,False,[],Northwind Co.
500001800,5000018,2003001,1000518,FS-0518-9-WHI,Trail Sneaker 15,Trail Sneaker 15 - 9 / White,9 / White,2,166.87,14.55,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 25.54}]",fulfilled,True,True,False,[],Northwind Co.
500001801,5000018,2003114,1000534,FS-0534-7-GRA,Low-Top Sneaker 31,Low-Top Sneaker 31 - 7 / Gray,7 / Gray,1,166.07,7.81,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 12.66}]",fulfilled,True,True,False,[],Northwind Co.
500001802,5000018,2000095,1000037,OJ-0037-S-NAV,Classic Jacket 10,Classic Jacket 10 - S / Navy,S / Navy,1,164.45,4.66,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 12.78}]",fulfilled,True,True,False,[],Northwind Co.
500001803,5000018,2001358,1000228,TS-0228-L-CRE,Cable-Knit Sweater 39,Cable-Knit Sweater 39 - L / Cream,L / Cream,1,140.14,0.34,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 11.18}]",fulfilled,True,True,False,[],Northwind Co.
500001804,5000018,2001766,1000295,BJ-0295-32-DAR,Skinny Jean 6,Skinny Jean 6 - 32 / Dark Wash,32 / Dark Wash,2,105.45,5.44,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 16.44}]",fulfilled,True,True,False,[],Northwind Co.
500001900,5000019,2000346,1000072,OJ-0072-XL-NAV,Summit Jacket 45,Summit Jacket 45 - XL / Navy,XL / Navy,1,288.71,8.14,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 22.45}]",fulfilled,True,True,False,[],Northwind Co.
500001901,5000019,2002902,1000504,FS-0504-10-WHI,Low-Top Sneaker,Low-Top Sneaker - 10 / White,10 / White,1,126.12,1.5,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 9.97}]",fulfilled,True,True,False,[],Northwind Co.
500002000,5000020,2000221,1000056,OJ-0056-S-OLI,Summit Jacket 29,Summit Jacket 29 - S / Olive,S / Olive,1,284.97,2.81,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 22.57}]",fulfilled,True,True,False,[],Northwind Co.
500002001,5000020,2001197,1000202,TS-0202-XS-CHA,Oversized Sweater 13,Oversized Sweater 13 - XS / Charcoal,XS / Charcoal,1,131.68,1.75,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 10.39}]",fulfilled,True,True,False,[],Northwind Co.
500002002,5000020,2000112,1000039,OJ-0039-XS-CAM,Trail Jacket 12,Trail Jacket 12 - XS / Camel,XS / Camel,1,258.78,10.38,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 19.87}]",fulfilled,True,True,False,[],Northwind Co.
500002003,5000020,2003526,1000589,LE-0589-M-FOR,Collector Variou 4,Collector Variou 4 - M / Forest,M / Forest,2,149.95,9.11,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 23.26}]",fulfilled,True,True,False,[],Northwind Co.
500002004,5000020,2001642,1000274,TR-0274-S-CHA,Linen Shirt 30,Linen Shirt 30 - S / Chambray,S / Chambray,1,97.43,0.81,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.73}]",fulfilled,True,True,False,[],Northwind Co.
500002100,5000021,2003032,1000522,FS-0522-10-NAV,Low-Top Sneaker 19,Low-Top Sneaker 19 - 10 / Navy,10 / Navy,2,211.31,7.3,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 33.23}]",fulfilled,True,True,False,[],Northwind Co.
500002101,5000021,2000298,1000068,OJ-0068-XS-CAM,Heritage Jacket 41,Heritage Jacket 41 - XS / Camel,XS / Camel,1,149.01,5.63,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 11.47}]",fulfilled,True,True,False,[],Northwind Co.
500002200,5000022,2001717,1000288,TR-0288-S-CHA,Linen Shirt 44,Linen Shirt 44 - S / Chambray,S / Chambray,1,70.63,2.05,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 5.49}]",fulfilled,True,True,False,[],Northwind Co.
500002201,5000022,2000411,1000081,OC-0081-XL-NAV,Merino Coat 9,Merino Coat 9 - XL / Navy,XL / Navy,1,202.47,0.07,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 16.19}]",fulfilled,True,True,False,[],Northwind Co.
500002202,5000022,2001848,1000307,BJ-0307-30-GRA,Tapered Jean 18,Tapered Jean 18 - 30 / Gray,30 / Gray,2,112.68,5.25,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 17.61}]",fulfilled,True,True,False,[],Northwind Co.
500002203,5000022,2000177,1000047,OJ-0047-L-NAV,Trail Jacket 20,Trail Jacket 20 - L / Navy,L / Navy,2,167.43,9.22,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 26.05}]",fulfilled,True,True,False,[],Northwind Co.
500002204,5000022,2000741,1000131,TT-0131-M-BLA,Classic T-Shirt 37,Classic T-Shirt 37 - M / Black,M / Black,1,36.06,0.66,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 2.83}]",fulfilled,True,True,False,[],Northwind Co.
500002300,5000023,2002616,1000412,BS-0412-XS-STO,Walk Short 18,Walk Short 18 - XS / Stone,XS / Stone,3,52.17,0.17,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 12.51}]",fulfilled,True,True,False,[],Northwind Co.
500002301,5000023,2002402,1000385,BP-0385-XXL-STO,Cargo Pant 36,Cargo Pant 36 - XXL / Stone,XXL / Stone,1,110.75,2.84,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 8.63}]",fulfilled,True,True,False,[],Northwind Co.
500002400,5000024,2000279,1000064,OJ-0064-XS-OLI,Summit Jacket 37,Summit Jacket 37 - XS / Olive,XS / Olive,1,201.77,6.05,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 15.66}]",fulfilled,True,True,False,[],Northwind Co.
500002500,5000025,2003652,1000609,LE-0609-XS-CRE,Capsule Variou 24,Capsule Variou 24 - XS / Cream,XS / Cream,1,147.17,1.43,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 11.66}]",fulfilled,True,True,False,[],Northwind Co.
500002501,5000025,2000492,1000095,TT-0095-S-TER,Essential T-Shirt,Essential T-Shirt - S / Terracotta,S / Terracotta,1,28.78,0.56,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 2.26}]",fulfilled,True,True,False,[],Northwind Co.
500002502,5000025,2003531,1000589,LE-0589-XL-CRE,Collector Variou 4,Collector Variou 4 - XL / Cream,XL / Cream,1,269.71,0.65,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 21.52}]",fulfilled,True,True,False,[],Northwind Co.
500002503,5000025,2000769,1000135,TT-0135-M-GRA,Boxy T-Shirt 41,Boxy T-Shirt 41 - M / Gray,M / Gray,1,56.2,2.29,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.31}]",fulfilled,True,True,False,[],Northwind Co.
500002600,5000026,2002119,1000340,BJ-0340-28-GRA,Straight Jean 51,Straight Jean 51 - 28 / Gray,28 / Gray,1,145.57,7.26,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 11.06}]",fulfilled,True,True,False,[],Northwind Co.
500002601,5000026,2001066,1000188,TT-0188-XS-TER,Organic T-Shirt 94,Organic T-Shirt 94 - XS / Terracotta,XS / Terracotta,1,53.43,0.98,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.2}]",fulfilled,True,True,False,[],Northwind Co.
500002602,5000026,2002369,1000380,BP-0380-S-OLI,Jogger Pant 31,Jogger Pant 31 - S / Olive,S / Olive,1,110.19,1.37,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 8.71}]",fulfilled,True,True,False,[],Northwind Co.
500002603,5000026,2001134,1000193,TS-0193-M-FOR,Cable-Knit Sweater 4,Cable-Knit Sweater 4 - M / Forest,M / Forest,1,136.28,2.49,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 10.7}]",fulfilled,True,True,False,[],Northwind Co.
500002700,5000027,2002753,1000469,AL-0469-L/X-BLA,Braided Belt 3,Braided Belt 3 - L/XL / Black,L/XL / Black,1,40.83,0.03,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.26}]",fulfilled,True,True,False,[],Northwind Co.
500002701,5000027,2000066,1000031,OJ-0031-XL-BRO,Trail Jacket 4,Trail Jacket 4 - XL / Brown,XL / Brown,1,110.16,4.66,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 8.44}]",fulfilled,True,True,False,[],Northwind Co.
500002800,5000028,2003663,1000610,LE-0610-L-TER,Collector Variou 25,Collector Variou 25 - L / Terracotta,L / Terracotta,3,159.1,13.82,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 37.08}]",fulfilled,True,True,False,[],Northwind Co.
500002801,5000028,2003554,1000593,LE-0593-XS-CRE,Archive Variou 8,Archive Variou 8 - XS / Cream,XS / Cream,1,403.46,10.26,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 31.46}]",fulfilled,True,True,False,[],Northwind Co.
500002802,5000028,2001236,1000207,TS-0207-M-CRE,Cable-Knit Sweater 18,Cable-Knit Sweater 18 - M / Cream,M / Cream,1,75.0,2.83,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 5.77}]",fulfilled,True,True,False,[],Northwind Co.
500002803,5000028,2002012,1000326,BJ-0326-30-IND,Straight Jean 37,Straight Jean 37 - 30 / Indigo,30 / Indigo,2,113.91,1.64,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 18.09}]",fulfilled,True,True,False,[],Northwind Co.
500002804,5000028,2003158,1000541,FS-0541-9-BLA,High-Top Sneaker 38,High-Top Sneaker 38 - 9 / Black,9 / Black,2,213.31,1.11,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 34.04}]",fulfilled,True,True,False,[],Northwind Co.
500002900,5000029,2000788,1000138,TT-0138-S-GRA,Classic T-Shirt 44,Classic T-Shirt 44 - S / Gray,S / Gray,1,29.92,0.69,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 2.34}]",fulfilled,True,True,False,[],Northwind Co.
500002901,5000029,2000817,1000143,TT-0143-XS-GRA,Slim T-Shirt 49,Slim T-Shirt 49 - XS / Gray,XS / Gray,1,42.29,0.44,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 3.35}]",fulfilled,True,True,False,[],Northwind Co.
500003000,5000030,2003331,1000561,FB-0561-10-BRO,Chelsea Boot 13,Chelsea Boot 13 - 10 / Brown,10 / Brown,1,241.51,5.89,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 18.85}]",fulfilled,True,True,False,[],Northwind Co.
500003001,5000030,2002559,1000406,BS-0406-S-OLI,Walk Short 12,Walk Short 12 - S / Olive,S / Olive,1,59.21,1.62,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.61}]",fulfilled,True,True,False,[],Northwind Co.
500003100,5000031,2001506,1000251,TR-0251-M-WHI,Oversized Shirt 7,Oversized Shirt 7 - M / White,M / White,1,73.96,1.0,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 5.84}]",fulfilled,True,True,False,[],Northwind Co.
500003101,5000031,2002857,1000496,AS-0496-S-NAV,No-Show Sock 15,No-Show Sock 15 - S / Navy,S / Navy,1,18.83,0.09,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 1.5}]",fulfilled,True,True,False,[],Northwind Co.
500003200,5000032,2002769,1000473,AL-0473-M/L-BLA,Canvas Belt 7,Canvas Belt 7 - M/L / Black,M/L / Black,1,52.94,0.65,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.18}]",fulfilled,True,True,False,[],Northwind Co.
500003201,5000032,2001470,1000247,TR-0247-XL-CHA,Flannel Shirt 3,Flannel Shirt 3 - XL / Chambray,XL / Chambray,1,52.65,1.55,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 4.09}]",fulfilled,True,True,False,[],Northwind Co.
500003202,5000032,2000478,1000094,OC-0094-M-CAM,Oversize Coat 22,Oversize Coat 22 - M / Camel,M / Camel,1,520.17,22.3,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 39.83}]",fulfilled,True,True,False,[],Northwind Co.
500003300,5000033,2001566,1000258,TR-0258-M-CHA,Oversized Shirt 14,Oversized Shirt 14 - M / Chambray,M / Chambray,1,96.68,1.03,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.65}]",fulfilled,True,True,False,[],Northwind Co.
500003301,5000033,2002993,1000518,FS-0518-7-GRA,Trail Sneaker 15,Trail Sneaker 15 - 7 / Gray,7 / Gray,1,190.93,7.43,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 14.68}]",fulfilled,True,True,False,[],Northwind Co.
500003302,5000033,2001239,1000208,TS-0208-S-SLA,Ribbed Sweater 19,Ribbed Sweater 19 - S / Slate,S / Slate,2,105.11,7.66,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 16.2}]",fulfilled,True,True,False,[],Northwind Co.
500003400,5000034,2002450,1000391,BP-0391-M-BLA,Field Pant 42,Field Pant 42 - M / Black,M / Black,1,117.45,0.16,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 9.38}]",fulfilled,True,True,False,[],Northwind Co.
500003401,5000034,2001057,1000185,TT-0185-M-GRA,Slim T-Shirt 91,Slim T-Shirt 91 - M / Gray,M / Gray,1,36.78,1.59,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 2.82}]",fulfilled,True,True,False,[],Northwind Co.
500003500,5000035,2001366,1000230,TS-0230-XS-CHA,Oversized Sweater 41,Oversized Sweater 41 - XS / Charcoal,XS / Charcoal,2,137.4,11.25,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 21.08}]",fulfilled,True,True,False,[],Northwind Co.
500003600,5000036,2002811,1000485,AS-0485-S-WHI,Athletic Sock 4,Athletic Sock 4 - S / White,S / White,1,19.93,0.07,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 1.59}]",fulfilled,True,True,False,[],Northwind Co.
500003601,5000036,2001939,1000318,BJ-0318-30-LIG,Slim Jean 29,Slim Jean 29 - 30 / Light Wash,30 / Light Wash,1,96.5,3.86,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.41}]",fulfilled,True,True,False,[],Northwind Co.
500003602,5000036,2000078,1000033,OJ-0033-S-GRA,Urban Jacket 6,Urban Jacket 6 - S / Gray,S / Gray,1,205.61,6.19,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 15.95}]",fulfilled,True,True,False,[],Northwind Co.
500003700,5000037,2001285,1000214,TS-0214-XL-CAM,Cable-Knit Sweater 25,Cable-Knit Sweater 25 - XL / Camel,XL / Camel,1,108.14,5.23,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 8.23}]",fulfilled,True,True,False,[],Northwind Co.
500003701,5000037,2001629,1000271,TR-0271-XS-STR,Relaxed Shirt 27,Relaxed Shirt 27 - XS / Stripe,XS / Stripe,1,95.56,3.85,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 7.34}]",fulfilled,True,True,False,[],Northwind Co.
500003800,5000038,2001104,1000191,TS-0191-XS-CHA,Lambswool Sweater 2,Lambswool Sweater 2 - XS / Charcoal,XS / Charcoal,2,134.24,4.7,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 21.1}]",fulfilled,True,True,False,[],Northwind Co.
500003801,5000038,2001585,1000261,TR-0261-XL-OLI,Flannel Shirt 17,Flannel Shirt 17 - XL / Olive,XL / Olive,1,63.08,0.06,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 5.04}]",fulfilled,True,True,False,[],Northwind Co.
500003802,5000038,2003596,1000598,LE-0598-XS-TER,Heritage Variou 13,Heritage Variou 13 - XS / Terracotta,XS / Terracotta,1,306.64,6.25,"[{""title"": ""Tax"", ""rate"": 0.08, ""price"": 24.03}]",fulfilled,True,True,False,[],Northwind Co.
